Ldecemlineata	Tcastaneum
LDECv5g02392	TC009109
LDECv5g02393	TC009718
LDECv5g02394	TC009112
LDECv5g02396	TC009331
LDECv5g02397	TC009548
LDECv5g02402	TC009337
LDECv5g02404	TC015181
LDECv5g02409	TC015584
LDECv5g02410	TC015126
LDECv5g02411	TC012099
LDECv5g02412	TC015585
LDECv5g02414	TC015503
LDECv5g02417	TC015502
LDECv5g02420	TC009451
LDECv5g02423	TC009252
LDECv5g02424	TC033568
LDECv5g02425	TC008698
LDECv5g02426	TC009011
LDECv5g02427	TC009830
LDECv5g02431	TC009826
LDECv5g02438	TC014980
LDECv5g02470	TC010491
LDECv5g02473	TC014974
LDECv5g02474	TC014973
LDECv5g02475	TC015709
LDECv5g02476	TC003256
LDECv5g02477	TC014972
LDECv5g02479	TC015701
LDECv5g02481	TC015711
LDECv5g02482	TC014971
LDECv5g02483	TC015712
LDECv5g02484	TC033429
LDECv5g02489	TC015715
LDECv5g02490	TC015717
LDECv5g02491	TC015718
LDECv5g02494	TC015719
LDECv5g02500	TC008348
LDECv5g02501	TC015726
LDECv5g02504	TC015545
LDECv5g02505	TC033382
LDECv5g02506	TC006133
LDECv5g02512	TC015505
LDECv5g02513	TC015650
LDECv5g02514	TC015211
LDECv5g02516	TC015062
LDECv5g02517	TC033303
LDECv5g02518	TC015509
LDECv5g02519	TC015063
LDECv5g02527	TC015155
LDECv5g02529	TC033437
LDECv5g02530	TC015766
LDECv5g02531	TC033436
LDECv5g02532	TC015763
LDECv5g02535	TC015613
LDECv5g02554	TC013828
LDECv5g02558	TC030678
LDECv5g02561	TC003758
LDECv5g02565	TC003757
LDECv5g02566	TC032536
LDECv5g02567	TC010329
LDECv5g02568	TC002682
LDECv5g02570	TC032535
LDECv5g02571	TC003754
LDECv5g02572	TC002683
LDECv5g02574	TC000795
LDECv5g02576	TC002688
LDECv5g02577	TC034713
LDECv5g02586	TC013134
LDECv5g02587	TC013620
LDECv5g02589	TC013135
LDECv5g02594	TC015747
LDECv5g02595	TC015746
LDECv5g02596	TC014955
LDECv5g02598	TC033403
LDECv5g02599	TC030766
LDECv5g02600	TC015665
LDECv5g02601	TC015661
LDECv5g02602	TC014936
LDECv5g02603	TC015651
LDECv5g02604	TC015857
LDECv5g02605	TC014858
LDECv5g02606	TC014857
LDECv5g02607	TC015858
LDECv5g02608	TC015022
LDECv5g02609	TC015633
LDECv5g02610	TC015416
LDECv5g02611	TC015317
LDECv5g02612	TC015318
LDECv5g02613	TC015971
LDECv5g02623	TC014315
LDECv5g02629	TC016323
LDECv5g02630	TC032995
LDECv5g02631	TC016322
LDECv5g02632	TC016321
LDECv5g02634	TC016320
LDECv5g02635	TC016310
LDECv5g02638	TC016311
LDECv5g02640	TC016312
LDECv5g02641	TC032997
LDECv5g02642	TC016314
LDECv5g02643	TC016318
LDECv5g02644	TC032998
LDECv5g02645	TC016317
LDECv5g02646	TC011620
LDECv5g02649	TC013057
LDECv5g02650	TC013056
LDECv5g02651	TC013913
LDECv5g02660	TC013189
LDECv5g02663	TC011192
LDECv5g02664	TC014786
LDECv5g02665	TC013003
LDECv5g02666	TC013868
LDECv5g02673	TC031150
LDECv5g02675	TC014185
LDECv5g02676	TC008922
LDECv5g02679	TC013020
LDECv5g02680	TC014758
LDECv5g02681	TC013052
LDECv5g02682	TC008314
LDECv5g02695	TC033075
LDECv5g02702	TC013118
LDECv5g02703	TC013941
LDECv5g02704	TC014693
LDECv5g02706	TC014777
LDECv5g02707	TC013031
LDECv5g02708	TC016315
LDECv5g02709	TC013032
LDECv5g02746	TC033226
LDECv5g02747	TC014716
LDECv5g02748	TC014715
LDECv5g02749	TC014714
LDECv5g02750	TC014335
LDECv5g02753	TC013456
LDECv5g02754	TC014336
LDECv5g02755	TC030591
LDECv5g02761	TC014337
LDECv5g02762	TC014338
LDECv5g02767	TC014602
LDECv5g02773	TC014392
LDECv5g02774	TC013413
LDECv5g02775	TC013414
LDECv5g02776	TC014037
LDECv5g02784	TC013110
LDECv5g02785	TC013109
LDECv5g02787	TC013108
LDECv5g02796	TC014709
LDECv5g02797	TC013107
LDECv5g02798	TC014710
LDECv5g02801	TC014712
LDECv5g02804	TC033237
LDECv5g02806	TC013104
LDECv5g02807	TC013457
LDECv5g02808	TC030655
LDECv5g02809	TC030751
LDECv5g02815	TC014334
LDECv5g02817	TC013459
LDECv5g02821	TC014330
LDECv5g02824	TC014627
LDECv5g02825	TC014634
LDECv5g02829	TC009517
LDECv5g02833	TC013179
LDECv5g02834	TC007148
LDECv5g02836	TC007855
LDECv5g02842	TC013697
LDECv5g02844	TC033072
LDECv5g02845	TC014113
LDECv5g02846	TC014112
LDECv5g02847	TC013370
LDECv5g02849	TC014436
LDECv5g02850	TC014434
LDECv5g02851	TC013349
LDECv5g02852	TC014466
LDECv5g02854	TC015548
LDECv5g02855	TC034729
LDECv5g02856	TC010772
LDECv5g02857	TC014707
LDECv5g02860	TC012623
LDECv5g02861	TC016173
LDECv5g02863	TC004669
LDECv5g02864	TC013338
LDECv5g02865	TC015050
LDECv5g02866	TC015686
LDECv5g02867	TC014717
LDECv5g02868	TC015300
LDECv5g02869	TC015049
LDECv5g02870	TC006110
LDECv5g02872	TC011228
LDECv5g02874	TC010842
LDECv5g02876	TC010774
LDECv5g02877	TC013647
LDECv5g02879	TC014172
LDECv5g02880	TC000405
LDECv5g02882	TC015524
LDECv5g02884	TC015013
LDECv5g02888	TC002140
LDECv5g02889	TC002828
LDECv5g02893	TC015014
LDECv5g02895	TC015005
LDECv5g02899	TC015004
LDECv5g02904	TC007438
LDECv5g02905	TC015654
LDECv5g02906	TC015622
LDECv5g02909	TC015003
LDECv5g02910	TC003526
LDECv5g02911	TC033420
LDECv5g02914	TC010161
LDECv5g02915	TC032132
LDECv5g02916	TC009972
LDECv5g02917	TC008755
LDECv5g02920	TC013657
LDECv5g02928	TC001783
LDECv5g02931	TC015593
LDECv5g02932	TC015109
LDECv5g02933	TC002107
LDECv5g02936	TC015506
LDECv5g02946	TC015601
LDECv5g02947	TC015542
LDECv5g02948	TC012678
LDECv5g02949	TC015082
LDECv5g02952	TC013148
LDECv5g02953	TC030676
LDECv5g02954	TC010334
LDECv5g02958	TC012996
LDECv5g02960	TC012997
LDECv5g02961	TC030085
LDECv5g02965	TC033241
LDECv5g02981	TC032327
LDECv5g02984	TC003349
LDECv5g02985	TC002743
LDECv5g02986	TC002742
LDECv5g02988	TC003025
LDECv5g02989	TC001579
LDECv5g02990	TC001580
LDECv5g02991	TC032346
LDECv5g02993	TC003373
LDECv5g02996	TC003372
LDECv5g02997	TC001577
LDECv5g02998	TC002991
LDECv5g02999	TC014785
LDECv5g03000	TC031146
LDECv5g03001	TC001555
LDECv5g03003	TC003445
LDECv5g03004	TC003444
LDECv5g03005	TC002990
LDECv5g03007	TC012551
LDECv5g03008	TC011939
LDECv5g03009	TC012552
LDECv5g03011	TC011912
LDECv5g03013	TC011911
LDECv5g03015	TC007603
LDECv5g03016	TC012362
LDECv5g03019	TC012363
LDECv5g03020	TC016258
LDECv5g03021	TC012676
LDECv5g03022	TC009381
LDECv5g03023	TC012675
LDECv5g03024	TC003912
LDECv5g03025	TC012271
LDECv5g03026	TC012273
LDECv5g03027	TC011919
LDECv5g03029	TC030602
LDECv5g03030	TC034280
LDECv5g03031	TC012587
LDECv5g03032	TC012408
LDECv5g03033	TC005991
LDECv5g03034	TC005405
LDECv5g03035	TC011920
LDECv5g03036	TC012593
LDECv5g03039	TC003991
LDECv5g03045	TC031470
LDECv5g03046	TC011529
LDECv5g03047	TC011537
LDECv5g03051	TC011539
LDECv5g03053	TC011528
LDECv5g03055	TC011527
LDECv5g03056	TC011524
LDECv5g03058	TC034090
LDECv5g03059	TC005675
LDECv5g03060	TC005676
LDECv5g03061	TC006447
LDECv5g03062	TC005682
LDECv5g03064	TC034087
LDECv5g03135	TC003645
LDECv5g03137	TC005912
LDECv5g03140	TC002783
LDECv5g03144	TC003648
LDECv5g03145	TC003649
LDECv5g03146	TC034595
LDECv5g03148	TC003116
LDECv5g03153	TC003205
LDECv5g03154	TC003206
LDECv5g03155	TC003243
LDECv5g03156	TC003242
LDECv5g03158	TC003204
LDECv5g03159	TC007763
LDECv5g03173	TC003468
LDECv5g03174	TC003467
LDECv5g03175	TC002971
LDECv5g03176	TC005457
LDECv5g03177	TC002337
LDECv5g03178	TC013429
LDECv5g03181	TC034367
LDECv5g03183	TC001434
LDECv5g03185	TC011708
LDECv5g03186	TC003433
LDECv5g03187	TC003434
LDECv5g03201	TC012597
LDECv5g03204	TC034572
LDECv5g03206	TC003181
LDECv5g03208	TC003272
LDECv5g03213	TC032298
LDECv5g03214	TC030877
LDECv5g03222	TC003173
LDECv5g03223	TC003562
LDECv5g03225	TC000093
LDECv5g03226	TC000075
LDECv5g03227	TC000078
LDECv5g03229	TC001558
LDECv5g03230	TC000098
LDECv5g03233	TC002643
LDECv5g03234	TC002498
LDECv5g03236	TC011519
LDECv5g03237	TC011546
LDECv5g03238	TC003900
LDECv5g03240	TC011520
LDECv5g03241	TC011521
LDECv5g03242	TC011522
LDECv5g03244	TC031675
LDECv5g03246	TC002283
LDECv5g03247	TC003712
LDECv5g03248	TC002713
LDECv5g03249	TC007395
LDECv5g03250	TC030675
LDECv5g03251	TC003713
LDECv5g03252	TC001564
LDECv5g03253	TC011532
LDECv5g03254	TC011533
LDECv5g03255	TC006240
LDECv5g03256	TC004755
LDECv5g03257	TC011530
LDECv5g03258	TC011535
LDECv5g03259	TC012980
LDECv5g03260	TC031922
LDECv5g03261	TC031054
LDECv5g03262	TC034611
LDECv5g03263	TC011523
LDECv5g03264	TC011541
LDECv5g03265	TC002501
LDECv5g03266	TC003152
LDECv5g03267	TC012175
LDECv5g03268	TC012174
LDECv5g03270	TC031235
LDECv5g03274	TC001814
LDECv5g03276	TC012853
LDECv5g03277	TC002698
LDECv5g03278	TC032498
LDECv5g03279	TC012571
LDECv5g03286	TC032331
LDECv5g03287	TC003094
LDECv5g03288	TC030757
LDECv5g03289	TC030785
LDECv5g03291	TC013123
LDECv5g03292	TC001563
LDECv5g03293	TC003690
LDECv5g03294	TC001635
LDECv5g03295	TC001574
LDECv5g03296	TC001561
LDECv5g03297	TC001571
LDECv5g03298	TC001560
LDECv5g03300	TC001569
LDECv5g03301	TC001570
LDECv5g03302	TC005882
LDECv5g03303	TC006924
LDECv5g03304	TC003836
LDECv5g03305	TC002588
LDECv5g03306	TC002589
LDECv5g03307	TC002590
LDECv5g03308	TC002432
LDECv5g03309	TC004689
LDECv5g03310	TC001559
LDECv5g03312	TC004449
LDECv5g03313	TC001572
LDECv5g03314	TC001566
LDECv5g03319	TC000144
LDECv5g03329	TC032570
LDECv5g03330	TC032568
LDECv5g03333	TC003829
LDECv5g03334	TC014516
LDECv5g03335	TC004404
LDECv5g03336	TC032601
LDECv5g03337	TC034616
LDECv5g03339	TC004410
LDECv5g03342	TC003283
LDECv5g03345	TC004407
LDECv5g03351	TC003286
LDECv5g03353	TC003287
LDECv5g03357	TC003289
LDECv5g03358	TC003172
LDECv5g03359	TC003290
LDECv5g03360	TC032303
LDECv5g03362	TC004604
LDECv5g03370	TC001693
LDECv5g03371	TC001752
LDECv5g03372	TC001630
LDECv5g03376	TC001625
LDECv5g03377	TC001612
LDECv5g03378	TC031568
LDECv5g03379	TC001982
LDECv5g03380	TC004717
LDECv5g03383	TC004141
LDECv5g03384	TC007987
LDECv5g03385	TC004670
LDECv5g03388	TC013633
LDECv5g03391	TC001865
LDECv5g03393	TC010804
LDECv5g03395	TC001607
LDECv5g03396	TC002335
LDECv5g03397	TC010840
LDECv5g03398	TC010798
LDECv5g03399	TC004634
LDECv5g03401	TC013646
LDECv5g03402	TC004761
LDECv5g03408	TC004631
LDECv5g03409	TC001874
LDECv5g03412	TC001750
LDECv5g03413	TC004744
LDECv5g03415	TC014180
LDECv5g03416	TC006514
LDECv5g03417	TC001970
LDECv5g03418	TC014204
LDECv5g03419	TC013608
LDECv5g03421	TC004775
LDECv5g03422	TC010827
LDECv5g03424	TC004743
LDECv5g03426	TC013609
LDECv5g03427	TC001867
LDECv5g03428	TC001699
LDECv5g03430	TC001773
LDECv5g03432	TC001775
LDECv5g03433	TC031491
LDECv5g03435	TC031492
LDECv5g03437	TC034514
LDECv5g03438	TC001979
LDECv5g03439	TC031834
LDECv5g03446	TC031822
LDECv5g03451	TC004803
LDECv5g03452	TC031561
LDECv5g03454	TC004721
LDECv5g03456	TC004676
LDECv5g03457	TC001439
LDECv5g03458	TC016055
LDECv5g03464	TC001433
LDECv5g03466	TC010832
LDECv5g03467	TC010824
LDECv5g03468	TC005186
LDECv5g03471	TC005167
LDECv5g03472	TC005166
LDECv5g03473	TC005163
LDECv5g03474	TC009210
LDECv5g03476	TC004600
LDECv5g03477	TC031558
LDECv5g03480	TC001631
LDECv5g03481	TC008157
LDECv5g03483	TC004677
LDECv5g03487	TC014165
LDECv5g03489	TC006245
LDECv5g03490	TC004639
LDECv5g03491	TC015659
LDECv5g03492	TC004730
LDECv5g03493	TC001722
LDECv5g03495	TC005187
LDECv5g03503	TC004792
LDECv5g03504	TC010881
LDECv5g03505	TC004151
LDECv5g03506	TC005164
LDECv5g03507	TC001604
LDECv5g03508	TC010833
LDECv5g03510	TC004647
LDECv5g03514	TC003817
LDECv5g03515	TC001708
LDECv5g03516	TC001707
LDECv5g03517	TC001706
LDECv5g03518	TC001758
LDECv5g03519	TC001759
LDECv5g03520	TC001760
LDECv5g03521	TC010871
LDECv5g03522	TC001754
LDECv5g03523	TC031480
LDECv5g03525	TC001761
LDECv5g03527	TC001620
LDECv5g03530	TC031556
LDECv5g03531	TC004628
LDECv5g03533	TC010851
LDECv5g03534	TC001470
LDECv5g03538	TC014166
LDECv5g03542	TC013604
LDECv5g03546	TC004723
LDECv5g03550	TC010850
LDECv5g03551	TC010852
LDECv5g03554	TC001701
LDECv5g03558	TC001965
LDECv5g03560	TC004772
LDECv5g03565	TC004716
LDECv5g03568	TC004153
LDECv5g03570	TC013536
LDECv5g03571	TC004714
LDECv5g03572	TC013623
LDECv5g03573	TC004742
LDECv5g03575	TC014205
LDECv5g03578	TC004720
LDECv5g03579	TC001432
LDECv5g03586	TC004130
LDECv5g03587	TC013622
LDECv5g03588	TC001772
LDECv5g03592	TC001622
LDECv5g03595	TC001864
LDECv5g03596	TC004152
LDECv5g03597	TC014173
LDECv5g03598	TC031506
LDECv5g03599	TC004594
LDECv5g03600	TC014179
LDECv5g03603	TC010820
LDECv5g03607	TC001606
LDECv5g03610	TC013635
LDECv5g03611	TC004143
LDECv5g03613	TC004299
LDECv5g03614	TC004745
LDECv5g03615	TC004675
LDECv5g03624	TC034518
LDECv5g03629	TC004596
LDECv5g03630	TC014238
LDECv5g03631	TC001640
LDECv5g03644	TC004296
LDECv5g03654	TC001877
LDECv5g03656	TC004597
LDECv5g03658	TC004673
LDECv5g03662	TC031468
LDECv5g03680	TC004598
LDECv5g03686	TC030555
LDECv5g03687	TC004697
LDECv5g03690	TC004695
LDECv5g03692	TC013624
LDECv5g03708	TC014237
LDECv5g03714	TC001878
LDECv5g03715	TC004590
LDECv5g03723	TC004691
LDECv5g03736	TC010401
LDECv5g03746	TC005181
LDECv5g03748	TC005179
LDECv5g03751	TC014214
LDECv5g03760	TC014163
LDECv5g03765	TC033094
LDECv5g03766	TC014203
LDECv5g03767	TC013613
LDECv5g03769	TC005168
LDECv5g03772	TC031525
LDECv5g03777	TC031524
LDECv5g03781	TC031511
LDECv5g03782	TC014239
LDECv5g03791	TC004724
LDECv5g03800	TC001465
LDECv5g03801	TC013625
LDECv5g03803	TC004290
LDECv5g03804	TC001753
LDECv5g03806	TC034512
LDECv5g03807	TC010866
LDECv5g03808	TC001762
LDECv5g03809	TC004701
LDECv5g03811	TC004142
LDECv5g03812	TC004140
LDECv5g03813	TC013571
LDECv5g03814	TC004633
LDECv5g03815	TC010812
LDECv5g03817	TC014197
LDECv5g03818	TC006955
LDECv5g03822	TC001714
LDECv5g03823	TC001744
LDECv5g03825	TC001715
LDECv5g03826	TC001742
LDECv5g03828	TC001741
LDECv5g03830	TC001740
LDECv5g03831	TC001719
LDECv5g03832	TC001720
LDECv5g03833	TC010779
LDECv5g03834	TC010780
LDECv5g03836	TC004111
LDECv5g03837	TC004114
LDECv5g03838	TC015353
LDECv5g03839	TC013565
LDECv5g03840	TC001458
LDECv5g03848	TC013704
LDECv5g03851	TC000121
LDECv5g03853	TC033093
LDECv5g03854	TC013652
LDECv5g03858	TC001713
LDECv5g03859	TC001745
LDECv5g03862	TC004709
LDECv5g03866	TC004658
LDECv5g03867	TC013592
LDECv5g03870	TC004659
LDECv5g03872	TC004704
LDECv5g03873	TC031574
LDECv5g03874	TC010796
LDECv5g03875	TC002539
LDECv5g03876	TC031425
LDECv5g03880	TC001623
LDECv5g03881	TC001615
LDECv5g03885	TC010875
LDECv5g03887	TC004579
LDECv5g03890	TC004800
LDECv5g03892	TC004578
LDECv5g03893	TC004801
LDECv5g03894	TC013570
LDECv5g03895	TC004298
LDECv5g03896	TC004289
LDECv5g03897	TC010857
LDECv5g03900	TC031541
LDECv5g03901	TC010783
LDECv5g03903	TC004664
LDECv5g03906	TC001712
LDECv5g03910	TC004121
LDECv5g03911	TC004119
LDECv5g03915	TC001529
LDECv5g03916	TC014160
LDECv5g03918	TC013569
LDECv5g03919	TC030659
LDECv5g03920	TC013626
LDECv5g03921	TC004605
LDECv5g03922	TC016058
LDECv5g03928	TC032288
LDECv5g03929	TC001624
LDECv5g03936	TC014245
LDECv5g03937	TC004144
LDECv5g03939	TC004115
LDECv5g03940	TC004116
LDECv5g03941	TC004802
LDECv5g03942	TC004712
LDECv5g03944	TC004713
LDECv5g03946	TC001975
LDECv5g03947	TC001976
LDECv5g03948	TC014218
LDECv5g03949	TC004123
LDECv5g03952	TC004150
LDECv5g03953	TC004636
LDECv5g03956	TC004635
LDECv5g03959	TC004580
LDECv5g03961	TC006198
LDECv5g03963	TC010837
LDECv5g03964	TC010818
LDECv5g03966	TC010817
LDECv5g03967	TC031530
LDECv5g03969	TC030217
LDECv5g03971	TC010815
LDECv5g03973	TC010814
LDECv5g03975	TC010813
LDECv5g03976	TC001442
LDECv5g03977	TC001440
LDECv5g03978	TC031519
LDECv5g03979	TC030644
LDECv5g03983	TC010807
LDECv5g03986	TC001616
LDECv5g03987	TC014817
LDECv5g03988	TC004767
LDECv5g03989	TC004610
LDECv5g03990	TC012356
LDECv5g03991	TC014222
LDECv5g03992	TC030884
LDECv5g03994	TC013582
LDECv5g03998	TC013580
LDECv5g03999	TC013579
LDECv5g04000	TC014227
LDECv5g04002	TC013578
LDECv5g04003	TC031508
LDECv5g04004	TC031509
LDECv5g04006	TC013574
LDECv5g04011	TC010884
LDECv5g04012	TC013573
LDECv5g04013	TC004652
LDECv5g04014	TC004653
LDECv5g04016	TC004711
LDECv5g04017	TC031479
LDECv5g04018	TC013586
LDECv5g04019	TC013585
LDECv5g04020	TC014219
LDECv5g04021	TC014220
LDECv5g04022	TC014221
LDECv5g04023	TC001601
LDECv5g04024	TC004758
LDECv5g04026	TC010770
LDECv5g04027	TC010771
LDECv5g04029	TC010773
LDECv5g04031	TC004768
LDECv5g04034	TC004622
LDECv5g04035	TC001765
LDECv5g04037	TC004789
LDECv5g04038	TC004791
LDECv5g04039	TC001464
LDECv5g04041	TC013340
LDECv5g04044	TC031517
LDECv5g04048	TC004765
LDECv5g04049	TC004764
LDECv5g04050	TC034530
LDECv5g04052	TC014242
LDECv5g04053	TC031545
LDECv5g04054	TC004679
LDECv5g04055	TC004609
LDECv5g04057	TC010766
LDECv5g04059	TC010887
LDECv5g04060	TC010767
LDECv5g04061	TC010886
LDECv5g04062	TC031546
LDECv5g04064	TC010764
LDECv5g04066	TC031548
LDECv5g04088	TC010761
LDECv5g04089	TC010759
LDECv5g04090	TC001594
LDECv5g04091	TC001593
LDECv5g04092	TC031459
LDECv5g04093	TC001774
LDECv5g04094	TC001438
LDECv5g04095	TC034513
LDECv5g04098	TC013598
LDECv5g04099	TC001709
LDECv5g04100	TC001756
LDECv5g04101	TC005174
LDECv5g04102	TC031549
LDECv5g04103	TC010758
LDECv5g04104	TC001755
LDECv5g04106	TC001710
LDECv5g04107	TC010885
LDECv5g04111	TC001460
LDECv5g04112	TC001443
LDECv5g04113	TC013593
LDECv5g04114	TC014215
LDECv5g04116	TC004782
LDECv5g04117	TC014207
LDECv5g04118	TC004746
LDECv5g04119	TC001697
LDECv5g04120	TC013594
LDECv5g04122	TC013595
LDECv5g04124	TC030882
LDECv5g04125	TC006745
LDECv5g04126	TC004606
LDECv5g04128	TC016056
LDECv5g04134	TC014813
LDECv5g04135	TC002080
LDECv5g04141	TC013096
LDECv5g04143	TC014672
LDECv5g04144	TC031157
LDECv5g04147	TC014561
LDECv5g04148	TC002096
LDECv5g04149	TC002100
LDECv5g04157	TC014278
LDECv5g04160	TC001618
LDECv5g04161	TC013805
LDECv5g04162	TC009837
LDECv5g04163	TC013998
LDECv5g04164	TC006809
LDECv5g04165	TC013804
LDECv5g04166	TC013803
LDECv5g04167	TC006775
LDECv5g04168	TC014465
LDECv5g04172	TC033113
LDECv5g04175	TC013534
LDECv5g04176	TC010234
LDECv5g04177	TC033263
LDECv5g04179	TC002098
LDECv5g04207	TC034735
LDECv5g04210	TC015061
LDECv5g04213	TC009618
LDECv5g04214	TC033301
LDECv5g04215	TC034715
LDECv5g04216	TC015381
LDECv5g04228	TC008867
LDECv5g04229	TC016368
LDECv5g04230	TC008920
LDECv5g04235	TC015756
LDECv5g04236	TC014954
LDECv5g04237	TC015144
LDECv5g04238	TC014951
LDECv5g04242	TC015209
LDECv5g04243	TC015208
LDECv5g04245	TC009189
LDECv5g04246	TC009186
LDECv5g04247	TC030712
LDECv5g04248	TC010100
LDECv5g04249	TC033313
LDECv5g04250	TC015411
LDECv5g04251	TC015510
LDECv5g04252	TC015511
LDECv5g04254	TC033316
LDECv5g04255	TC033411
LDECv5g04256	TC006040
LDECv5g04258	TC006039
LDECv5g04260	TC000530
LDECv5g04261	TC015081
LDECv5g04262	TC011177
LDECv5g04263	TC013339
LDECv5g04265	TC033958
LDECv5g04266	TC015328
LDECv5g04267	TC015504
LDECv5g04268	TC015201
LDECv5g04269	TC015200
LDECv5g04270	TC015051
LDECv5g04271	TC014950
LDECv5g04272	TC014910
LDECv5g04276	TC015801
LDECv5g04277	TC014911
LDECv5g04278	TC015802
LDECv5g04281	TC033376
LDECv5g04282	TC015139
LDECv5g04283	TC034016
LDECv5g04284	TC015315
LDECv5g04286	TC015674
LDECv5g04288	TC013450
LDECv5g04289	TC030750
LDECv5g04290	TC004979
LDECv5g04291	TC014340
LDECv5g04292	TC013451
LDECv5g04293	TC014339
LDECv5g04294	TC031162
LDECv5g04295	TC034711
LDECv5g04299	TC014120
LDECv5g04300	TC013116
LDECv5g04304	TC033074
LDECv5g04305	TC014119
LDECv5g04307	TC013692
LDECv5g04308	TC014635
LDECv5g04313	TC013190
LDECv5g04314	TC033203
LDECv5g04315	TC014625
LDECv5g04317	TC012910
LDECv5g04318	TC014640
LDECv5g04320	TC014639
LDECv5g04321	TC030661
LDECv5g04323	TC014638
LDECv5g04324	TC013178
LDECv5g04325	TC013758
LDECv5g04326	TC013759
LDECv5g04327	TC014042
LDECv5g04329	TC013861
LDECv5g04330	TC013862
LDECv5g04331	TC013373
LDECv5g04339	TC033160
LDECv5g04341	TC013376
LDECv5g04345	TC014792
LDECv5g04346	TC013779
LDECv5g04349	TC000079
LDECv5g04350	TC015488
LDECv5g04351	TC033320
LDECv5g04352	TC015133
LDECv5g04353	TC033413
LDECv5g04354	TC015068
LDECv5g04357	TC031269
LDECv5g04358	TC015663
LDECv5g04359	TC015577
LDECv5g04360	TC034683
LDECv5g04366	TC030907
LDECv5g04370	TC013535
LDECv5g04371	TC016023
LDECv5g04373	TC015628
LDECv5g04376	TC013806
LDECv5g04377	TC015638
LDECv5g04381	TC034718
LDECv5g04383	TC015330
LDECv5g04387	TC015092
LDECv5g04388	TC008442
LDECv5g04391	TC004703
LDECv5g04392	TC014883
LDECv5g04397	TC015165
LDECv5g04400	TC033398
LDECv5g04401	TC015668
LDECv5g04405	TC033392
LDECv5g04412	TC015590
LDECv5g04418	TC030744
LDECv5g04419	TC015824
LDECv5g04420	TC014897
LDECv5g04421	TC015823
LDECv5g04423	TC015819
LDECv5g04424	TC015821
LDECv5g04427	TC014898
LDECv5g04428	TC015816
LDECv5g04429	TC033453
LDECv5g04431	TC014904
LDECv5g04433	TC014903
LDECv5g04434	TC015812
LDECv5g04441	TC014957
LDECv5g04442	TC015394
LDECv5g04444	TC015393
LDECv5g04446	TC015342
LDECv5g04448	TC015391
LDECv5g04449	TC015389
LDECv5g04450	TC033458
LDECv5g04451	TC015348
LDECv5g04452	TC015347
LDECv5g04454	TC015384
LDECv5g04455	TC015364
LDECv5g04457	TC034726
LDECv5g04458	TC015534
LDECv5g04459	TC015176
LDECv5g04462	TC015537
LDECv5g04464	TC001862
LDECv5g04466	TC002393
LDECv5g04467	TC034727
LDECv5g04483	TC006051
LDECv5g04485	TC014956
LDECv5g04487	TC015563
LDECv5g04488	TC034732
LDECv5g04489	TC015811
LDECv5g04490	TC015693
LDECv5g04491	TC014994
LDECv5g04505	TC006047
LDECv5g04509	TC006044
LDECv5g04511	TC015549
LDECv5g04515	TC015156
LDECv5g04517	TC015137
LDECv5g04520	TC013033
LDECv5g04521	TC015547
LDECv5g04522	TC015163
LDECv5g04523	TC015164
LDECv5g04526	TC034733
LDECv5g04528	TC015564
LDECv5g04529	TC015150
LDECv5g04530	TC030548
LDECv5g04531	TC004933
LDECv5g04533	TC033954
LDECv5g04534	TC006113
LDECv5g04535	TC006112
LDECv5g04537	TC006037
LDECv5g04538	TC034818
LDECv5g04539	TC006114
LDECv5g04544	TC033956
LDECv5g04545	TC006034
LDECv5g04546	TC033955
LDECv5g04549	TC015852
LDECv5g04551	TC014917
LDECv5g04556	TC006116
LDECv5g04557	TC006117
LDECv5g04565	TC006038
LDECv5g04567	TC015298
LDECv5g04568	TC015321
LDECv5g04569	TC015410
LDECv5g04570	TC030628
LDECv5g04571	TC034719
LDECv5g04572	TC015304
LDECv5g04573	TC033325
LDECv5g04574	TC015424
LDECv5g04577	TC015048
LDECv5g04578	TC015301
LDECv5g04579	TC015397
LDECv5g04581	TC015333
LDECv5g04582	TC015374
LDECv5g04583	TC015129
LDECv5g04585	TC015127
LDECv5g04592	TC033300
LDECv5g04593	TC015373
LDECv5g04594	TC015372
LDECv5g04595	TC014108
LDECv5g04596	TC015356
LDECv5g04598	TC014927
LDECv5g04599	TC033445
LDECv5g04600	TC015327
LDECv5g04601	TC013699
LDECv5g04602	TC030760
LDECv5g04603	TC030613
LDECv5g04604	TC015334
LDECv5g04606	TC015354
LDECv5g04607	TC010300
LDECv5g04608	TC015377
LDECv5g04609	TC015376
LDECv5g04613	TC015355
LDECv5g04616	TC015806
LDECv5g04618	TC015805
LDECv5g04620	TC015179
LDECv5g04621	TC011200
LDECv5g04622	TC034808
LDECv5g04623	TC000738
LDECv5g04624	TC015786
LDECv5g04625	TC014918
LDECv5g04626	TC014892
LDECv5g04628	TC015829
LDECv5g04629	TC034199
LDECv5g04633	TC015015
LDECv5g04634	TC008001
LDECv5g04635	TC015680
LDECv5g04636	TC015679
LDECv5g04637	TC005617
LDECv5g04638	TC006041
LDECv5g04641	TC014963
LDECv5g04642	TC015168
LDECv5g04644	TC033957
LDECv5g04645	TC015594
LDECv5g04646	TC015521
LDECv5g04647	TC015522
LDECv5g04649	TC004953
LDECv5g04652	TC014859
LDECv5g04653	TC015135
LDECv5g04654	TC015016
